ID,Play Frequency,Time Since Played,Latency,Infractions,Skill Level,Role
Player 3015,12,7,158,3,58,2
Player 2135,22,23,176,4,34,2
Player 7089,19,16,163,1,34,4
Player 5815,2,14,179,3,86,1
Player 592,23,18,74,2,31,0
Player 457,13,7,67,3,70,0
Player 451,3,3,151,0,8,0
Player 9954,8,12,54,4,91,0
Player 8649,24,4,186,3,70,4
Player 6627,12,22,119,0,4,1
Player 1725,4,18,90,1,70,0
Player 3194,12,13,159,1,50,4
Player 5636,4,9,123,2,52,0
Player 2413,21,24,174,0,38,1
Player 8614,22,13,159,2,31,3
Player 9622,21,19,161,2,65,0
Player 7826,2,7,133,5,67,4
Player 5308,7,13,191,1,74,0
Player 2704,14,11,38,5,34,1
Player 7130,16,20,198,3,25,4
Player 2823,9,8,40,2,38,3
Player 1545,20,11,123,4,1,4
Player 9868,5,22,104,1,71,3
Player 692,21,15,143,4,61,2
Player 6286,5,24,34,4,24,0
Player 7708,2,5,155,1,58,4
Player 527,9,8,42,1,87,3
Player 399,10,22,171,0,73,2
Player 8882,13,5,19,4,94,3
Player 3471,19,4,117,0,96,1
Player 5659,7,16,100,4,75,1
Player 7137,8,9,130,4,58,3
Player 8812,14,13,132,5,28,3
Player 5868,16,15,96,3,55,3
Player 1094,1,0,149,0,57,2
Player 9260,7,24,46,1,35,1
Player 945,7,8,117,1,95,0
Player 3014,7,18,76,3,44,3
Player 1406,17,23,200,1,69,2
Player 2245,6,0,17,1,39,4
Player 7064,11,5,41,4,77,3
Player 9697,7,5,183,3,32,0
Player 7564,21,12,11,1,60,3
Player 8176,8,1,134,4,65,1
Player 3098,2,16,25,4,37,2
Player 5706,19,24,167,4,3,3
Player 6046,8,14,103,2,19,2
Player 7023,15,15,3,5,74,1
Player 8554,3,4,103,2,58,3
Player 1412,7,17,187,2,78,3
Player 4217,5,0,22,4,65,0
Player 802,10,13,108,1,64,0
Player 4532,2,23,76,1,32,1
Player 3058,17,22,67,1,36,0
Player 3295,9,20,35,1,46,4
Player 3201,18,4,41,3,3,4
Player 5121,18,15,108,4,34,4
Player 7330,21,15,35,1,1,0
Player 5158,16,14,106,4,40,4
Player 9864,13,16,85,4,53,0
Player 8858,23,5,158,2,54,1
Player 391,2,10,72,0,81,0
Player 5491,10,13,57,3,95,4
Player 4168,23,17,35,3,36,4
Player 4229,16,21,52,2,48,0
Player 1796,24,21,154,0,66,1
Player 2026,5,6,2,0,79,0
Player 750,11,22,104,2,1,0
Player 9934,9,22,75,5,62,0
Player 3139,5,13,175,1,97,3
Player 534,1,16,8,5,30,0
Player 9837,21,21,108,1,86,3
Player 3949,2,3,196,1,86,1
Player 6485,18,22,138,2,88,1
Player 6917,0,18,179,4,12,3
Player 8626,7,4,72,3,26,1
Player 7915,1,6,116,1,2,4
Player 7970,5,10,119,4,22,1
Player 3621,9,8,96,4,90,3
Player 3388,20,11,40,4,80,0
Player 5337,15,24,91,1,44,2
Player 6635,18,18,71,2,88,0
Player 8016,9,9,179,5,62,0
Player 6379,21,20,198,3,91,2
Player 7338,21,17,143,0,61,1
Player 335,4,7,83,3,100,1
Player 2547,20,2,49,5,51,0
Player 2536,7,16,139,0,27,0
Player 7764,6,1,97,0,30,4
Player 2147,14,1,200,1,4,0
Player 5925,13,12,20,2,55,2
Player 7413,2,3,98,3,12,1
Player 7299,15,8,123,5,86,2
Player 1907,19,7,156,2,63,0
Player 9957,19,8,48,1,91,4
Player 6488,22,19,141,0,93,0
Player 8289,15,23,132,1,24,2
Player 1390,6,9,29,1,66,0
Player 8085,12,2,20,2,36,2
Player 158,15,8,10,5,76,3
Player 3067,17,3,166,5,21,4
Player 8739,4,11,18,2,10,4
Player 3435,14,24,85,1,28,2
Player 5124,10,7,142,0,87,0
Player 605,23,20,190,2,44,0
Player 6807,22,13,123,2,87,3
Player 4756,17,23,79,3,96,3
Player 6819,13,3,77,0,46,4
Player 5356,1,4,60,2,7,0
Player 3419,3,18,109,5,56,2
Player 4716,23,5,195,0,84,0
Player 6625,19,1,2,3,14,1
Player 7949,7,22,182,2,23,4
Player 263,1,22,175,5,25,2
Player 4387,17,3,129,3,23,0
Player 1025,2,9,141,5,95,4
Player 5429,3,12,98,2,94,4
Player 3156,11,17,163,0,93,4
Player 493,6,15,40,1,84,4
Player 3729,10,22,171,0,9,1
Player 918,20,20,125,1,17,0
Player 620,15,4,143,4,87,3
Player 6525,19,24,117,2,13,2
Player 7184,2,6,90,0,96,3
Player 3559,16,7,43,0,83,3
Player 4638,7,23,114,3,42,1
Player 982,8,23,14,4,59,0
Player 2404,15,3,33,3,7,4
Player 1113,8,21,185,1,81,1
Player 7358,1,18,154,2,30,1
Player 1015,20,0,34,2,8,1
Player 7924,11,22,146,5,24,2
Player 5659,7,16,100,4,75,1
Player 4738,16,15,35,5,29,1
Player 1600,8,2,196,1,49,3
Player 8777,23,23,27,1,61,3
Player 1433,20,24,100,1,91,2
Player 5524,8,22,163,3,92,0
Player 7232,16,6,181,1,5,4
Player 4958,23,24,53,0,48,3
Player 1009,11,12,131,1,39,4
Player 1471,6,21,191,0,93,1
Player 5815,2,14,179,3,86,1
Player 6804,1,15,121,4,69,2
Player 5038,23,16,177,0,59,4
Player 1272,7,13,48,2,93,2
Player 349,20,20,63,3,25,3
Player 2793,24,16,70,5,24,4
Player 5049,13,0,129,2,84,0
Player 7490,1,5,48,4,49,0
Player 2282,23,14,10,3,89,1
Player 3729,10,22,171,0,9,1
Player 2333,23,13,182,1,98,3
Player 6852,9,15,184,0,22,3
Player 419,15,10,14,4,17,4
Player 81,2,22,61,1,92,3
Player 3169,15,13,67,2,28,2
Player 4791,9,14,142,4,41,2
Player 8413,4,19,183,5,82,0
Player 2347,6,14,2,1,1,1
Player 6351,11,15,157,4,80,2
Player 5187,2,17,185,3,40,0
Player 9250,22,5,125,5,94,3
Player 1631,24,20,30,5,67,1
Player 7248,17,24,54,3,40,0
Player 5696,13,10,91,3,68,2
Player 5988,17,4,140,2,90,4
Player 7667,0,20,139,4,35,4
Player 1171,20,8,158,0,62,1
Player 9159,18,23,74,3,48,3
Player 1317,4,14,113,1,4,3
Player 7129,5,14,75,4,60,2
Player 9683,20,2,174,5,75,0
Player 3720,8,15,121,4,89,4
Player 1473,19,16,117,4,75,0
Player 9282,14,6,47,0,94,0
Player 6520,19,22,6,1,97,1
Player 767,14,12,176,4,65,4
Player 2833,20,11,26,5,50,3
Player 5353,0,21,187,5,5,2
Player 5419,10,23,118,1,61,0
Player 2260,19,16,141,3,8,4
Player 2899,3,0,42,2,93,2
Player 7239,13,13,19,4,48,2
Player 6107,21,23,186,1,93,3
Player 9961,24,12,181,2,91,1
Player 4863,5,4,125,4,100,3
Player 4034,20,12,107,4,48,0
Player 7886,1,0,140,5,31,4
Player 2640,7,22,68,5,41,0
Player 7309,19,20,69,5,84,4
Player 3975,4,1,111,5,27,4
Player 7346,16,5,103,0,52,3
Player 5234,5,11,200,0,17,2
Player 9259,10,8,192,3,67,3
Player 4094,8,7,153,2,2,4
Player 1308,11,21,194,4,14,0
Player 186,9,1,30,4,100,2
Player 172,7,0,33,1,11,4
Player 8575,18,23,134,5,28,4
Player 4524,14,23,113,4,99,0
Player 6083,18,11,137,5,63,1
Player 8146,9,9,49,2,93,3
Player 4218,1,22,195,0,11,4
Player 1569,14,9,181,2,90,1
Player 3608,19,6,15,4,12,1
Player 364,0,24,44,3,24,4
Player 492,22,16,198,5,63,1
Player 4940,23,23,28,2,100,0
Player 3151,18,4,97,0,13,0
Player 4264,21,0,199,5,76,1
Player 6937,14,21,199,4,24,0
Player 3057,16,17,101,4,4,1
Player 5420,24,15,167,5,93,3
Player 8386,7,10,100,3,76,3
Player 4911,4,8,35,1,17,1
Player 9330,18,13,17,1,3,2
Player 6981,19,15,64,3,49,0
Player 6699,18,5,141,4,61,4
Player 3603,16,3,86,5,43,1
Player 4852,21,21,149,3,83,1
Player 7231,17,22,123,2,56,2
Player 6738,18,14,110,2,87,0
Player 5520,8,5,153,0,81,4
Player 1073,5,14,111,0,19,1
Player 5815,2,14,179,3,86,1
Player 6550,1,3,175,5,83,0
Player 2777,11,5,113,0,22,4
Player 549,7,23,122,3,55,1
Player 8723,10,21,78,4,70,0
Player 4620,7,18,98,0,53,3
Player 4506,3,5,56,2,13,3
Player 1339,11,0,45,1,76,3
Player 1144,5,2,162,3,14,2
Player 9994,1,6,149,1,27,0
Player 6783,13,3,114,0,17,2
Player 4775,12,14,38,1,77,3
Player 4973,11,1,179,4,33,2
Player 6162,19,7,20,2,72,0
Player 3592,17,0,180,5,37,1
Player 806,20,8,41,2,85,4
Player 8117,24,15,101,3,81,2
Player 5480,17,19,143,3,43,3
Player 4493,5,19,132,5,64,0
Player 7433,23,19,146,2,82,3
Player 7276,2,2,92,4,1,0
Player 4655,23,15,117,5,86,3
Player 1990,11,6,45,5,11,4
Player 6591,2,17,110,1,35,4
Player 6266,24,9,181,5,80,3
Player 7520,14,13,81,2,0,1
Player 4937,3,23,181,2,18,4
Player 2582,21,8,57,3,52,1
Player 2701,18,6,117,3,9,3
Player 525,18,1,181,5,47,3
Player 1280,0,23,19,4,24,1
Player 3163,7,0,69,5,35,2
Player 6671,6,6,14,3,25,2
Player 1983,21,0,180,0,62,0
Player 339,21,24,57,5,59,4
Player 1486,13,16,24,3,28,4
Player 4961,7,3,109,0,39,2
Player 2300,24,13,119,2,64,4
Player 4485,24,5,58,3,26,3
Player 5930,14,20,43,3,44,4
Player 6667,5,8,82,3,84,2
Player 4312,5,5,118,1,32,1
Player 151,0,23,54,5,31,2
Player 132,13,1,164,4,56,1
Player 8580,13,0,26,4,20,2
Player 3982,5,6,67,2,3,0
Player 4881,14,21,84,5,69,1
Player 8495,19,12,106,2,45,1
Player 3301,20,8,122,5,15,3
Player 5827,7,13,184,2,48,3
Player 3945,17,20,72,3,99,2
Player 9744,1,12,3,0,4,3
Player 7985,21,10,142,2,85,0
Player 6157,24,2,192,1,25,3
Player 1052,16,12,108,0,95,2
Player 6230,12,2,178,5,73,4
Player 2502,24,14,103,3,63,4
Player 8685,22,24,110,5,6,4
Player 7517,5,15,122,2,49,2
Player 3104,14,22,140,3,63,2
Player 23,14,0,64,2,40,4
Player 6662,14,1,66,1,100,1
Player 7213,6,13,159,5,60,3
Player 9398,5,2,96,3,51,4
Player 4179,23,16,150,5,97,2
Player 8331,3,15,13,4,80,0
Player 6301,23,17,140,1,9,3
Player 3504,22,0,89,4,58,0
Player 3985,16,0,103,0,98,2
Player 454,9,8,99,0,8,3
Player 8758,4,10,18,0,82,2
Player 7599,8,6,142,1,59,4
Player 3802,16,21,137,0,30,3
Player 293,11,2,145,4,58,2
Player 1103,3,19,147,5,87,1
Player 2448,18,9,120,0,16,0
Player 8696,7,0,199,5,32,4
Player 7485,15,9,157,0,51,1
Player 2513,8,2,117,4,18,3
Player 458,6,23,144,3,42,3
Player 988,19,23,84,3,69,2
Player 9830,2,0,133,5,41,1
Player 1022,1,8,115,3,86,0
Player 2793,24,16,70,5,24,4
Player 9009,2,20,118,0,99,3
Player 1149,15,23,85,0,86,0
Player 1041,11,2,161,4,45,0
Player 3415,17,0,197,1,41,3
Player 1584,20,16,187,5,57,2
Player 2940,6,16,144,2,43,3
Player 790,6,22,19,0,35,1
Player 1078,10,12,60,1,62,3
Player 2647,5,11,81,2,39,1
Player 7437,11,10,34,1,95,0
Player 1624,5,7,137,0,48,3
Player 2011,18,17,24,5,89,3
Player 6352,14,18,198,4,5,1
Player 9277,17,24,141,2,1,4
Player 6814,7,21,1,1,25,0
Player 3591,19,6,100,1,54,2
Player 6872,10,7,62,4,78,1
Player 3284,8,14,2,2,36,4
Player 8567,1,9,195,1,15,2
Player 5967,20,4,123,5,15,3
Player 8582,23,4,21,2,100,1
Player 7614,11,22,125,2,97,4
Player 4148,3,3,51,0,59,3
Player 2858,15,3,21,4,46,4
Player 6349,5,19,181,5,62,0
Player 7518,5,20,152,0,13,4
Player 3150,7,3,122,2,3,2
Player 916,9,2,148,3,27,2
Player 209,12,8,111,5,3,1
Player 8680,15,24,5,4,94,0
Player 8429,8,10,87,4,73,3
Player 3480,18,24,153,2,84,4
Player 9541,15,1,109,4,8,2
Player 7976,13,20,30,5,72,4
Player 9591,14,16,82,1,49,4
Player 8664,11,10,183,3,81,2
Player 2157,16,8,9,1,60,1
Player 6791,19,0,82,3,100,3
Player 205,6,11,113,3,54,1
Player 6077,18,14,84,2,97,0
Player 1497,3,21,162,5,35,2
Player 2687,18,22,151,4,24,0
Player 9189,13,0,56,5,92,3
Player 54,4,4,19,1,82,2
Player 6493,13,3,129,5,91,1
Player 9842,20,11,75,0,67,4
Player 7892,17,7,13,1,88,4
Player 7544,22,24,79,0,85,1
Player 6099,3,19,9,2,97,4
Player 6400,10,2,52,4,12,4
Player 6746,6,21,47,1,94,0
Player 3329,3,24,154,4,62,0
Player 6911,11,0,110,5,21,1
Player 774,4,6,66,5,20,3
Player 3540,10,5,21,2,21,4
Player 6793,12,22,60,5,99,1
Player 6077,18,14,84,2,97,0
Player 7677,12,17,22,0,55,2
Player 6243,11,11,134,4,18,3
Player 93,1,0,2,2,21,1
Player 6216,1,3,76,3,48,4
Player 3948,21,24,139,4,72,4
Player 2168,8,23,63,1,70,3
Player 5808,4,5,199,4,27,2
Player 3645,2,12,129,4,42,0
Player 4516,12,9,108,4,41,4
Player 8620,14,24,1,3,50,0
Player 5028,11,0,35,5,19,3
Player 7428,1,3,55,5,44,4
Player 7668,17,12,188,5,99,4
Player 8464,5,18,147,3,5,4
Player 8758,4,10,18,0,82,2
Player 4094,8,7,153,2,2,4
Player 9281,4,20,105,5,28,2
Player 3963,15,24,2,4,98,2
Player 6044,12,3,183,5,48,1
Player 1802,14,11,63,3,55,0
Player 7447,3,15,12,4,68,1
Player 8841,10,17,194,0,52,4
Player 3652,23,9,88,5,48,2
Player 2444,5,3,130,0,86,0
Player 9505,13,15,128,1,88,2
Player 4048,1,15,190,4,17,2
Player 9378,24,18,88,3,95,4
Player 7329,21,12,109,5,85,2
Player 8481,24,21,125,1,63,2
Player 3132,8,18,164,4,39,3
Player 4995,3,16,9,3,15,2
Player 361,13,15,198,2,7,2
Player 665,4,13,99,3,17,2
Player 1785,23,18,7,2,58,0
Player 870,21,24,147,2,46,0
Player 4855,2,6,165,4,81,4
Player 5060,1,22,178,0,52,4
Player 8574,11,3,21,5,34,1
Player 228,22,20,146,5,25,3
Player 2389,24,17,170,0,100,2
Player 1672,9,6,102,4,3,0
Player 9663,21,12,119,1,37,0
Player 9568,6,17,197,3,3,3
Player 9570,24,13,2,1,97,0
Player 2613,9,24,181,2,18,1
Player 6397,12,23,30,3,32,0
Player 6157,24,2,192,1,25,3
Player 601,7,9,39,2,20,1
Player 9162,16,19,124,5,81,1
Player 9753,21,0,58,3,89,0
Player 4389,22,17,151,4,32,4
Player 2382,23,14,138,4,10,3
Player 3950,16,22,180,1,43,0
Player 9981,5,12,106,5,32,3
Player 7212,19,15,17,1,17,0
Player 2802,24,6,1,3,65,1
Player 6179,1,13,123,2,64,3
Player 4407,13,6,125,3,81,1
Player 2058,13,8,128,4,80,4
Player 1561,20,1,182,1,17,3
Player 7177,0,6,123,0,21,3
Player 6028,16,1,96,4,74,3
Player 8924,16,21,96,5,94,0
Player 2316,22,11,2,1,20,4
Player 4994,5,12,120,4,59,0
Player 1990,11,6,45,5,11,4
Player 5657,2,2,17,2,36,1
Player 3430,22,6,152,4,60,0
Player 2059,4,20,102,1,1,2
Player 2286,6,24,166,5,57,4
Player 6176,15,17,89,4,35,3
Player 6048,9,9,170,2,87,2
Player 4748,15,19,159,3,76,1
Player 9353,9,1,83,4,70,1
Player 4920,21,6,191,1,64,1
Player 8505,0,5,170,5,68,2
Player 8616,22,6,168,3,5,4
Player 8511,5,4,61,1,48,1
Player 3848,12,21,104,2,35,3
Player 4399,9,3,88,4,32,3
Player 1010,15,3,44,0,3,2
Player 6345,18,21,194,5,11,2
Player 7973,7,13,58,1,53,4
Player 258,2,0,51,0,93,3
Player 7767,22,2,194,2,29,0
Player 1960,13,15,148,0,62,2
Player 8614,22,13,159,2,31,3
Player 2554,17,3,124,3,66,4
Player 6865,2,11,147,0,66,0
Player 922,21,3,22,5,66,2
Player 7162,13,21,136,5,16,0
Player 5703,16,6,46,3,66,1
Player 1481,11,16,108,5,58,0
Player 1185,16,21,19,1,74,0
Player 2722,20,7,183,2,56,3
Player 35,20,19,31,2,77,4
Player 442,5,23,74,4,22,0
Player 9783,21,1,163,1,55,3
Player 2845,20,15,103,1,4,2
Player 3883,13,0,198,1,38,2
Player 6075,19,10,42,3,34,2
Player 8538,7,16,123,1,9,0
Player 6095,19,15,132,5,95,1
Player 8697,6,1,135,1,54,3
Player 6246,22,22,113,0,38,0
Player 6301,23,17,140,1,9,3
Player 4266,1,13,46,5,21,1
Player 1885,13,22,120,0,46,4
Player 7626,9,18,14,5,98,4
Player 3187,21,6,178,5,98,2
Player 7576,11,0,163,3,33,4
Player 6695,7,9,143,4,85,0
Player 1684,23,0,64,3,4,1
Player 7663,9,7,178,5,43,0
Player 4824,6,5,9,4,97,3
Player 295,7,12,41,5,60,0
Player 6107,21,23,186,1,93,3
Player 6209,19,10,100,3,36,4
Player 3410,14,13,128,5,98,4
Player 6452,15,21,78,4,100,1
Player 2165,12,11,169,4,22,0
Player 8912,14,18,96,2,95,3
Player 2341,0,7,13,0,25,4
Player 6180,9,23,41,0,73,3
Player 3929,6,15,110,5,8,3
Player 8464,5,18,147,3,5,4
Player 4505,21,13,94,3,34,2
Player 4194,22,19,103,0,68,4
Player 3925,22,7,182,0,3,2
Player 8535,13,14,19,3,15,3
Player 7606,21,14,10,0,0,3
Player 9596,6,11,134,5,17,2
Player 3547,19,2,170,2,68,4
Player 1804,19,16,85,3,39,2
Player 8445,17,7,150,5,95,3
Player 1966,6,23,5,4,55,3
Player 5249,15,21,39,3,21,2
Player 1438,0,16,110,0,29,0
Player 5937,10,7,19,0,66,0
Player 3668,17,1,158,4,65,0
Player 3642,12,1,97,5,38,1
Player 4352,11,17,167,5,0,3
Player 4709,11,12,139,4,76,1
Player 2384,9,12,174,1,48,3
Player 3399,24,15,59,3,94,0
Player 9571,2,0,107,3,36,2
Player 4470,8,23,86,1,96,3
Player 3123,4,21,97,1,23,4
Player 7821,24,24,107,2,22,4
Player 1809,12,23,146,0,16,3
Player 2716,17,18,108,1,96,4
Player 2153,16,16,93,4,57,1
Player 7169,16,16,13,0,20,2
Player 5464,7,12,199,4,98,0
Player 9182,3,5,35,1,65,1
Player 2529,7,6,138,2,11,3
Player 4631,7,14,98,5,93,3
Player 6805,6,17,115,4,57,3
Player 3516,2,5,43,2,48,2
Player 2288,4,3,45,4,40,4
Player 3693,17,15,51,1,75,1
Player 6191,16,15,96,1,0,3
Player 1303,3,1,72,1,22,4
Player 6409,14,16,50,5,99,3
Player 5673,3,4,117,0,51,4
Player 3204,12,9,197,1,88,3
Player 732,10,15,56,3,6,4
Player 6458,19,16,145,4,1,1
Player 415,23,20,101,0,21,4
Player 2547,20,2,49,5,51,0
Player 9594,24,22,168,0,92,4
Player 7545,24,0,133,5,31,0
Player 5872,21,15,85,4,4,1
Player 4667,11,7,162,5,75,2
Player 8353,0,3,110,0,67,2
Player 7652,12,2,145,1,4,1
Player 7580,2,15,179,5,15,3
Player 8945,11,13,164,5,0,0
Player 4312,5,5,118,1,32,1
Player 8396,19,23,34,3,92,3
Player 4322,3,6,7,5,43,1
Player 3267,13,16,89,3,58,4
Player 3324,10,3,93,4,64,4
Player 1542,12,7,64,3,25,4
Player 8134,7,22,20,0,19,0
Player 9079,14,23,116,5,69,2
Player 7818,8,9,18,5,31,3
Player 398,17,22,77,2,52,4
Player 1108,24,0,104,0,13,4
Player 8681,22,1,155,5,84,0
Player 7859,10,20,156,4,68,2
Player 3226,3,6,179,0,31,3
Player 1362,1,8,74,1,61,3
Player 6448,4,4,95,1,15,4
Player 9279,11,24,66,5,33,3
Player 254,8,22,35,4,13,0
Player 4888,21,11,140,5,85,3
Player 4656,10,8,95,5,46,4
Player 9622,21,19,161,2,65,0
Player 8246,12,0,0,3,90,2
Player 4602,12,15,129,2,100,3
Player 7170,12,17,120,5,75,2
Player 5286,20,2,63,0,29,4
Player 6253,6,10,161,0,43,2
Player 4463,15,14,72,0,65,3
Player 3073,10,1,42,1,77,0
Player 2466,8,18,68,0,19,0
Player 6697,20,12,117,1,35,2
Player 1958,12,12,96,1,12,2
Player 5013,13,4,138,2,7,1
Player 5635,16,5,154,2,19,2
Player 387,15,1,199,5,78,1
Player 5569,16,17,67,4,62,3
Player 6286,5,24,34,4,24,0
Player 2233,1,14,155,0,78,0
Player 7758,23,7,91,5,21,4
Player 8536,23,12,141,5,53,1
Player 3604,20,10,46,2,62,1
Player 4673,22,12,172,3,41,1
Player 4757,11,16,78,0,0,1
Player 851,21,2,81,3,8,2
Player 8566,6,23,72,0,54,2
Player 8464,5,18,147,3,5,4
Player 3116,23,13,73,2,24,1
Player 1917,22,7,15,2,42,4
Player 6264,11,0,43,0,44,2
Player 807,7,15,66,2,86,2
Player 8453,11,17,170,4,90,3
Player 5210,13,10,87,1,46,4
Player 9061,14,21,28,2,56,0
Player 330,10,1,119,3,76,4
Player 1524,11,9,102,4,54,2
Player 2733,20,18,200,3,13,4
Player 4514,14,15,84,4,92,0
Player 4740,18,18,136,2,47,0
Player 468,14,3,175,3,18,4
Player 6591,2,17,110,1,35,4
Player 1799,1,5,194,5,58,0
Player 2309,11,14,158,2,33,0
Player 1296,11,4,152,5,47,4
Player 2230,20,19,9,1,68,3
Player 7401,4,12,67,1,38,3
Player 2495,24,18,38,5,17,0
Player 7476,5,17,151,3,16,3
Player 5993,15,22,56,4,30,2
Player 5867,5,16,38,2,89,1
Player 6317,12,10,145,3,7,2
Player 5545,20,17,124,4,45,1
Player 3379,7,16,191,5,23,1
Player 2140,11,11,61,1,62,4
Player 9949,8,2,174,5,76,0
Player 3522,6,1,5,5,62,3
Player 2900,24,14,77,4,18,2
Player 9088,17,14,126,4,12,1
Player 6574,11,6,179,1,94,2
Player 6415,20,3,144,3,4,1
Player 821,8,0,52,3,66,2
Player 3717,10,16,67,4,75,2
Player 4544,18,3,136,3,58,2
Player 7252,14,12,44,2,10,1
Player 3774,11,6,152,5,98,1
Player 9504,1,22,172,2,60,2
Player 7923,17,13,98,3,75,3
Player 2972,12,12,89,2,56,4
Player 4649,13,0,110,2,22,4
Player 7613,18,24,2,5,99,0
Player 4517,7,1,51,4,24,2
Player 8800,6,12,53,3,15,3
Player 121,8,11,79,5,56,4
Player 3194,12,13,159,1,50,4
Player 2682,5,2,87,1,91,4
Player 7527,19,3,196,0,27,2
Player 1128,12,24,196,5,29,2
Player 858,12,18,73,0,4,4
Player 8271,24,2,20,5,30,1
Player 2446,14,1,75,3,15,2
Player 7939,6,20,103,4,67,3
Player 9754,24,7,15,5,46,1
Player 3206,13,15,59,2,43,4
Player 9043,4,18,107,2,12,3
Player 529,13,8,73,0,44,4
Player 1086,20,11,73,4,97,0
Player 790,6,22,19,0,35,1
Player 4963,22,15,104,2,40,2
Player 7450,14,21,188,4,39,3
Player 9159,18,23,74,3,48,3
Player 7980,2,20,158,0,49,4
Player 3724,17,8,88,1,99,2
Player 7659,10,2,98,0,7,0
Player 2626,24,8,155,3,54,0
Player 1553,21,10,30,5,73,1
Player 6440,14,20,189,2,2,4
Player 524,22,7,130,2,38,0
Player 5513,22,11,185,4,76,2
Player 359,22,6,77,1,17,1
Player 3220,1,2,126,4,19,3
Player 8067,0,7,4,2,20,1
Player 8787,20,11,13,1,90,3
Player 6933,22,21,26,2,18,1
Player 908,11,3,142,1,82,4
Player 3220,1,2,126,4,19,3
Player 3628,8,4,194,5,89,4
Player 2616,22,7,16,0,42,4
Player 2618,15,0,180,4,91,1
Player 6208,23,24,41,3,26,1
Player 7579,23,13,39,1,93,2
Player 5492,15,18,101,0,22,3
Player 8161,22,14,126,1,27,1
Player 2307,6,6,92,3,65,2
Player 8076,8,5,189,2,0,2
Player 9932,22,16,199,3,33,0
Player 6556,15,21,13,1,70,3
Player 6959,19,9,149,3,26,4
Player 7798,16,24,125,4,100,0
Player 366,1,12,194,2,8,4
Player 917,14,22,36,2,4,2
Player 9271,15,15,63,4,26,4
Player 1763,22,2,24,5,76,3
Player 1404,12,11,88,1,12,0
Player 3250,8,24,163,5,36,1
Player 1182,15,15,115,3,94,3
Player 607,4,15,153,5,88,2
Player 1681,6,15,18,2,16,1
Player 1196,17,2,19,1,72,2
Player 5258,2,14,4,4,19,3
Player 6753,11,20,96,2,81,0
Player 5388,11,0,177,5,55,0
Player 202,15,24,26,1,68,4
Player 8945,11,13,164,5,0,0
Player 1415,2,7,86,5,62,4
Player 5080,10,8,87,3,80,2
Player 6432,15,20,98,1,44,0
Player 318,12,10,64,2,4,3
Player 2975,17,3,133,5,57,2
Player 3731,10,3,133,1,53,4
Player 6129,2,18,24,4,46,1
Player 3776,20,23,135,3,71,4
Player 9553,12,12,120,4,34,1
Player 8254,21,22,50,4,38,2
Player 1205,22,1,81,4,16,2
Player 4717,0,10,181,0,81,1
Player 8761,22,22,179,4,47,2
Player 8688,0,1,39,5,37,2
Player 5312,20,9,161,3,76,1
Player 8330,5,13,173,4,48,4
Player 4960,2,16,128,2,33,1
Player 9347,24,13,77,0,61,1
Player 9626,13,10,95,1,54,4
Player 3727,4,3,25,4,37,3
Player 1513,17,6,187,5,26,1
Player 4014,6,15,53,1,65,2
Player 5026,2,5,41,3,74,3
Player 715,11,18,13,3,29,0
Player 321,5,0,176,4,36,4
Player 6058,0,7,8,4,77,0
Player 4876,20,16,172,2,17,2
Player 3761,18,4,156,4,42,4
Player 1804,19,16,85,3,39,2
Player 8138,2,19,100,1,60,4
Player 4713,20,17,172,3,94,1
Player 4517,7,1,51,4,24,2
Player 279,2,2,155,5,62,4
Player 1476,19,6,91,4,15,3
Player 3502,23,9,97,2,82,2
Player 8274,0,10,200,2,80,1
Player 4758,20,0,78,0,39,3
Player 1739,4,3,43,4,36,0
Player 5309,8,4,14,2,3,2
Player 2541,16,0,179,5,26,3
Player 8901,2,17,69,4,24,2
Player 1338,3,7,197,4,96,2
Player 611,8,3,138,4,67,1
Player 9295,17,20,162,4,4,1
Player 9608,8,3,184,2,25,2
Player 1343,24,2,114,3,83,3
Player 6847,10,1,38,0,93,0
Player 936,24,3,2,1,60,0
Player 6124,0,20,0,4,48,3
Player 132,13,1,164,4,56,1
Player 273,18,20,101,0,50,2
Player 2520,11,23,93,4,12,1
Player 9695,2,4,118,0,91,0
Player 3342,21,10,51,3,68,1
Player 6738,18,14,110,2,87,0
Player 4726,9,2,105,2,66,4
Player 3204,12,9,197,1,88,3
Player 3429,24,10,114,5,74,0
Player 706,2,12,49,1,15,0
Player 9402,5,3,105,5,61,4
Player 1045,10,11,74,2,53,2
Player 7068,14,17,91,2,29,0
Player 3676,6,6,159,4,69,2
Player 3001,12,11,90,4,44,3
Player 409,12,19,144,1,96,3
Player 3986,23,22,166,2,61,0
Player 7532,10,3,97,1,65,3
Player 3344,22,22,28,4,73,1
Player 1863,20,20,73,1,23,3
Player 2613,9,24,181,2,18,1
Player 8361,12,16,107,4,96,0
Player 4846,17,5,27,0,16,2
Player 431,24,2,79,0,74,3
Player 6595,6,11,183,0,13,0
Player 2080,5,20,84,1,84,2
Player 7236,16,11,79,3,59,2
Player 1839,3,1,30,4,92,4
Player 8380,15,9,198,2,0,1
Player 5137,14,1,83,2,30,3
Player 9782,11,23,57,0,73,2
Player 5418,1,17,94,4,93,1
Player 4556,13,12,75,4,96,2
Player 2265,3,6,195,0,74,2
Player 5448,24,2,198,4,90,4
Player 9554,11,12,49,1,56,2
