ID,Play Frequency,Time Since Played,Latency,Infractions,Skill Level
Player 926,17,22,200,5,29
Player 804,20,10,9,1,24
Player 329,12,2,113,3,23
Player 355,1,5,176,0,85
Player 753,24,15,84,3,83
Player 407,8,1,30,1,27
Player 467,21,2,174,4,81
Player 789,10,1,12,5,68
Player 719,15,5,74,5,30
Player 527,6,23,92,3,38
Player 791,17,17,183,2,65
Player 487,13,9,180,3,67
Player 674,2,7,144,1,76
Player 400,9,10,31,0,1
Player 20,11,14,122,1,78
Player 311,23,0,34,0,67
Player 443,11,13,120,1,26
Player 480,23,1,162,1,95
Player 390,16,10,46,2,85
Player 667,8,20,127,0,41
Player 21,6,16,47,1,88
Player 164,19,24,42,3,77
Player 901,20,14,19,3,7
Player 730,12,3,70,2,98
Player 192,14,19,167,3,67
Player 448,6,6,189,2,57
Player 120,24,15,197,0,7
Player 138,11,3,33,3,27
Player 94,4,12,24,4,56
Player 11,14,2,7,2,85
Player 878,19,12,62,3,22
Player 71,20,12,194,5,74
Player 430,7,5,159,2,66
Player 590,12,4,14,3,64
Player 93,5,12,72,3,12
Player 804,20,10,9,1,24
Player 665,13,6,169,5,69
Player 74,6,6,169,0,60
Player 925,10,16,72,5,9
Player 428,0,9,5,3,52
Player 56,3,0,157,2,87
Player 115,14,13,56,3,65
Player 966,21,17,187,2,80
Player 265,16,14,31,0,39
Player 422,2,7,61,5,24
Player 381,18,23,128,1,5
Player 432,15,6,70,2,47
Player 909,12,16,129,5,84
Player 40,20,17,175,2,31
Player 564,22,22,159,5,76
Player 661,18,23,190,0,88
Player 163,9,8,128,5,34
Player 919,7,8,188,3,34
Player 701,21,22,105,3,1
Player 9,6,3,198,3,42
Player 445,4,8,181,3,59
Player 263,12,23,181,0,16
Player 17,3,5,153,3,23
Player 375,1,18,26,1,9
Player 751,2,5,186,0,35
Player 525,18,19,65,1,60
Player 717,18,19,83,1,21
Player 473,9,16,137,1,93
Player 499,4,21,129,5,75
Player 981,9,15,77,4,4
Player 827,23,7,79,5,62
Player 173,14,14,79,1,92
Player 93,5,12,72,3,12
Player 359,3,15,147,2,38
Player 169,17,10,112,2,10
Player 557,18,9,42,0,45
Player 619,8,6,17,4,8
Player 796,7,11,39,1,22
Player 669,12,13,199,2,96
Player 273,23,19,10,0,49
Player 860,0,19,20,4,84
Player 229,8,17,69,5,93
Player 255,18,18,115,2,92
Player 876,1,18,199,2,70
Player 915,22,19,148,4,67
Player 984,10,22,53,3,14
Player 6,21,18,70,1,83
Player 284,10,2,124,3,100
Player 214,16,23,51,5,26
Player 910,6,18,119,5,45
Player 479,14,4,112,2,35
Player 543,19,2,83,2,98
Player 924,22,2,17,1,100
Player 676,12,12,37,4,90
Player 970,5,13,109,2,77
Player 131,23,12,157,0,66
Player 803,12,5,25,3,16
Player 576,14,22,198,1,22
Player 249,20,22,10,4,31
Player 306,8,2,115,0,49
Player 932,17,11,54,5,26
Player 299,2,16,35,0,72
Player 105,12,16,137,4,98
Player 828,24,1,160,1,37
Player 297,8,18,133,5,30
Player 528,24,16,65,4,33
Player 581,12,16,115,1,71
Player 135,14,15,187,5,96
Player 746,13,21,196,0,69
Player 904,3,13,145,1,53
Player 439,22,4,70,3,41
Player 337,24,11,140,3,20
Player 334,21,15,167,3,35
Player 410,21,23,84,5,58
Player 267,4,11,195,2,98
Player 653,0,21,16,0,32
Player 418,23,10,67,0,90
Player 749,18,22,122,1,7
Player 712,6,16,18,2,64
Player 906,5,11,159,1,96
Player 895,20,11,198,2,32
Player 397,3,0,94,4,71
Player 163,9,8,128,5,34
Player 858,24,23,7,3,51
Player 553,6,22,13,5,52
Player 760,15,20,155,5,69
Player 551,17,18,121,3,100
Player 735,17,12,163,2,94
Player 428,0,9,5,3,52
Player 64,24,21,93,0,71
Player 508,0,15,197,5,23
Player 830,1,3,77,4,10
Player 779,9,13,196,3,39
Player 440,6,9,23,4,61
Player 148,2,16,35,5,32
Player 238,23,5,196,2,84
Player 947,24,18,110,0,33
Player 936,22,11,17,5,89
Player 971,16,13,55,1,90
Player 360,19,18,54,0,21
Player 552,12,6,108,0,92
Player 743,2,16,8,3,21
Player 338,14,9,127,1,16
Player 60,23,8,92,5,100
Player 793,5,14,35,0,62
Player 511,14,4,150,4,35
Player 953,21,7,71,1,89
Player 827,23,7,79,5,62
Player 724,20,15,88,5,31
Player 713,23,5,47,5,53
Player 670,8,2,183,1,73
Player 2,13,14,67,0,34
Player 290,12,22,154,3,96
Player 316,6,7,156,2,59
Player 469,22,14,148,1,13
Player 387,14,4,46,4,59
Player 63,4,16,53,3,51
Player 458,0,13,45,3,20
Player 367,10,18,120,5,82
Player 579,23,23,83,1,11
Player 39,9,24,16,4,72
Player 230,13,4,68,3,82
Player 588,22,4,143,1,84
Player 482,17,5,35,5,86
Player 999,15,0,170,1,83
Player 603,11,0,44,0,12
Player 888,12,24,1,1,83
Player 66,22,15,122,1,67
Player 80,0,9,39,4,89
Player 64,24,21,93,0,71
Player 880,6,13,0,4,65
Player 186,7,11,166,0,4
Player 124,24,14,42,3,1
Player 677,12,3,11,2,75
Player 754,19,12,30,4,8
Player 497,12,20,184,4,22
Player 361,13,0,104,2,97
Player 944,6,0,193,4,67
Player 450,24,21,167,3,86
Player 139,15,20,119,2,61
Player 139,15,20,119,2,61
Player 878,19,12,62,3,22
Player 326,11,16,70,2,26
Player 934,4,16,47,1,50
Player 295,4,24,178,1,92
Player 246,16,10,127,0,36
Player 614,10,6,170,1,39
Player 687,22,4,170,2,56
Player 544,2,2,12,5,64
Player 883,21,18,163,4,83
Player 66,22,15,122,1,67
Player 114,12,9,81,4,90
Player 365,10,18,188,3,87
Player 596,22,4,6,3,13
Player 498,19,1,188,4,0
Player 811,7,22,12,0,55
Player 439,22,4,70,3,41
Player 810,13,23,3,4,19
Player 290,12,22,154,3,96
Player 24,20,18,93,3,89
Player 596,22,4,6,3,13
Player 24,20,18,93,3,89
Player 123,11,6,46,1,2
Player 532,21,19,5,0,98
Player 982,11,16,60,3,16
Player 412,12,7,127,1,62
Player 277,8,11,125,1,75
Player 212,1,16,141,0,35
Player 417,19,20,117,3,85
Player 536,7,21,137,1,29
Player 536,7,21,137,1,29
Player 623,20,1,103,3,23
Player 776,12,1,42,2,80
Player 338,14,9,127,1,16
Player 566,17,17,12,0,46
Player 822,19,12,5,2,92
Player 445,4,8,181,3,59
Player 410,21,23,84,5,58
Player 596,22,4,6,3,13
Player 954,11,17,15,0,41
Player 135,14,15,187,5,96
Player 494,0,18,53,2,21
Player 65,20,7,104,2,79
Player 984,10,22,53,3,14
Player 935,14,22,2,0,67
Player 337,24,11,140,3,20
Player 859,1,2,63,4,98
Player 43,13,19,119,0,49
Player 756,22,5,39,4,76
Player 760,15,20,155,5,69
Player 745,16,20,64,5,21
Player 340,4,3,38,0,62
Player 614,10,6,170,1,39
Player 879,1,7,127,3,34
Player 939,7,23,67,5,42
Player 662,17,0,144,4,13
Player 355,1,5,176,0,85
Player 319,6,9,93,5,23
Player 310,17,7,133,4,28
Player 286,16,1,37,1,26
Player 277,8,11,125,1,75
Player 223,9,16,120,5,78
Player 218,23,9,8,5,27
Player 415,11,22,95,1,89
Player 811,7,22,12,0,55
Player 717,18,19,83,1,21
Player 18,10,6,127,4,23
Player 375,1,18,26,1,9
Player 976,22,16,110,2,46
Player 774,1,19,145,3,52
Player 537,0,4,38,1,96
Player 741,3,8,97,5,88
Player 711,20,11,39,1,44
Player 778,22,0,22,2,86
Player 50,1,8,30,1,86
Player 262,18,24,113,0,89
Player 586,21,17,24,0,49
Player 982,11,16,60,3,16
Player 596,22,4,6,3,13
Player 169,17,10,112,2,10
Player 141,20,6,192,4,58
Player 42,0,4,113,3,81
Player 94,4,12,24,4,56
Player 189,21,8,91,5,42
Player 344,12,21,142,3,91
Player 483,6,24,158,2,83
Player 245,12,4,22,5,26
Player 596,22,4,6,3,13
Player 687,22,4,170,2,56
Player 673,5,17,178,0,92
Player 122,19,5,181,3,98
Player 71,20,12,194,5,74
Player 961,24,13,186,1,67
Player 940,24,9,82,4,53
Player 145,5,1,28,4,15
Player 961,24,13,186,1,67
Player 615,12,22,57,1,24
Player 300,4,20,77,3,71
Player 918,11,15,22,2,64
Player 973,16,1,29,5,73
Player 806,5,11,175,2,50
Player 326,11,16,70,2,26
Player 588,22,4,143,1,84
Player 206,6,9,59,1,9
Player 259,16,21,97,1,86
Player 286,16,1,37,1,26
Player 588,22,4,143,1,84
Player 33,3,16,130,2,82
Player 398,8,18,7,2,52
Player 619,8,6,17,4,8
Player 780,2,10,113,5,4
Player 501,18,3,120,0,64
Player 100,4,3,90,5,19
Player 33,3,16,130,2,82
Player 283,21,4,147,0,6
Player 421,0,12,2,5,30
Player 170,4,23,104,4,51
Player 376,3,12,21,2,19
Player 374,17,21,168,3,93
Player 321,15,15,8,5,77
Player 178,11,12,56,4,77
Player 719,15,5,74,5,30
Player 840,17,11,59,2,75
Player 709,5,7,158,4,45
Player 229,8,17,69,5,93
Player 8,24,24,56,3,100
Player 130,23,17,187,2,78
Player 725,15,3,189,4,100
Player 191,13,20,199,4,62
Player 879,1,7,127,3,34
Player 462,7,23,198,4,63
Player 356,22,14,57,5,51
Player 464,18,21,69,5,17
Player 811,7,22,12,0,55
Player 284,10,2,124,3,100
Player 482,17,5,35,5,86
Player 381,18,23,128,1,5
Player 145,5,1,28,4,15
Player 708,22,10,60,0,56
Player 83,7,9,58,3,30
Player 514,6,17,64,3,28
Player 61,24,22,17,4,26
Player 829,15,2,42,5,26
Player 383,13,0,37,0,2
Player 515,1,16,200,5,10
Player 684,8,22,5,4,95
Player 192,14,19,167,3,67
Player 21,6,16,47,1,88
Player 716,20,23,184,0,10
Player 164,19,24,42,3,77
Player 181,15,19,177,0,86
Player 58,13,7,182,4,62
Player 142,19,2,78,5,44
Player 451,21,3,24,4,58
Player 859,1,2,63,4,98
Player 133,11,18,29,4,76
Player 708,22,10,60,0,56
Player 855,5,12,164,1,2
Player 592,23,8,25,0,54
Player 453,13,7,126,5,42
Player 613,23,1,155,4,72
Player 124,24,14,42,3,1
Player 53,16,1,50,4,31
Player 721,5,24,51,1,25
Player 121,21,19,35,3,21
Player 263,12,23,181,0,16
Player 714,2,1,66,0,63
Player 341,18,15,40,0,4
Player 784,1,17,145,0,92
Player 217,21,23,110,1,61
Player 18,10,6,127,4,23
Player 966,21,17,187,2,80
Player 317,14,11,38,4,52
Player 446,20,11,190,2,69
Player 1000,6,23,35,1,100
Player 255,18,18,115,2,92
Player 787,15,1,154,4,61
Player 275,5,2,32,5,67
Player 464,18,21,69,5,17
Player 286,16,1,37,1,26
Player 424,14,8,121,4,66
Player 746,13,21,196,0,69
Player 97,4,10,56,1,23
Player 5,22,0,86,1,32
Player 211,24,2,169,5,20
Player 808,23,1,147,5,81
Player 3,21,6,108,1,12
Player 246,16,10,127,0,36
Player 528,24,16,65,4,33
Player 695,13,21,62,0,27
Player 555,11,5,114,2,72
Player 373,6,2,50,1,11
Player 393,3,21,71,0,33
Player 38,10,19,140,4,26
Player 780,2,10,113,5,4
Player 91,14,14,29,3,47
Player 883,21,18,163,4,83
Player 408,16,19,114,3,0
Player 466,15,23,102,0,66
Player 284,10,2,124,3,100
Player 481,2,21,95,5,26
Player 967,24,13,111,4,86
Player 724,20,15,88,5,31
Player 634,16,24,19,4,73
Player 577,2,18,45,5,25
Player 276,11,21,143,4,85
Player 391,5,6,43,2,31
Player 497,12,20,184,4,22
Player 650,11,7,195,0,41
Player 300,4,20,77,3,71
Player 905,24,0,20,1,31
Player 504,15,1,20,0,31
Player 860,0,19,20,4,84
Player 626,10,4,191,0,88
Player 858,24,23,7,3,51
Player 472,5,9,90,1,25
Player 39,9,24,16,4,72
Player 456,10,20,152,3,9
Player 183,5,20,37,3,98
Player 513,13,16,189,3,59
Player 385,19,2,174,4,46
Player 480,23,1,162,1,95
Player 627,16,7,196,4,71
Player 650,11,7,195,0,41
Player 836,12,15,171,0,66
Player 99,0,15,199,3,5
Player 760,15,20,155,5,69
Player 266,4,8,91,2,27
Player 82,10,19,18,0,39
Player 497,12,20,184,4,22
Player 187,20,12,45,1,25
Player 904,3,13,145,1,53
Player 948,1,2,98,5,38
Player 443,11,13,120,1,26
Player 542,3,12,32,0,72
Player 182,17,8,157,5,50
Player 269,23,20,198,1,54
Player 896,20,5,147,2,44
Player 825,6,16,19,2,38
Player 53,16,1,50,4,31
Player 642,12,14,96,0,24
Player 776,12,1,42,2,80
Player 226,7,22,115,3,29
Player 856,8,2,53,4,65
Player 267,4,11,195,2,98
Player 773,15,21,162,4,75
Player 534,18,15,44,4,20
Player 501,18,3,120,0,64
Player 518,23,3,90,5,33
Player 361,13,0,104,2,97
Player 202,4,15,184,4,55
Player 614,10,6,170,1,39
Player 527,6,23,92,3,38
Player 694,13,16,139,1,75
Player 724,20,15,88,5,31
Player 639,24,15,131,5,41
Player 23,10,2,96,0,16
Player 636,11,21,150,4,33
Player 61,24,22,17,4,26
Player 14,21,3,33,3,96
Player 214,16,23,51,5,26
Player 738,0,0,52,1,19
Player 479,14,4,112,2,35
Player 314,5,20,40,5,81
Player 122,19,5,181,3,98
Player 100,4,3,90,5,19
Player 486,1,4,1,0,14
Player 687,22,4,170,2,56
Player 508,0,15,197,5,23
Player 773,15,21,162,4,75
Player 2,13,14,67,0,34
Player 786,24,23,179,4,0
Player 68,3,18,19,2,68
Player 55,23,22,149,2,35
Player 249,20,22,10,4,31
Player 510,15,13,190,0,1
Player 927,16,10,110,1,42
Player 145,5,1,28,4,15
Player 327,11,8,13,1,92
Player 389,8,6,108,5,99
Player 928,6,13,109,5,84
Player 985,4,9,33,2,40
Player 951,21,20,54,0,71
Player 581,12,16,115,1,71
Player 748,2,20,70,0,41
Player 197,18,24,145,4,7
Player 496,10,15,53,5,68
Player 256,7,22,182,4,71
Player 834,8,16,158,0,52
Player 981,9,15,77,4,4
Player 669,12,13,199,2,96
Player 105,12,16,137,4,98
Player 614,10,6,170,1,39
Player 209,17,9,120,4,43
Player 990,8,2,167,0,84
Player 430,7,5,159,2,66
Player 139,15,20,119,2,61
Player 251,0,7,50,5,51
Player 774,1,19,145,3,52
Player 731,18,2,4,3,40
Player 473,9,16,137,1,93
Player 646,10,19,160,1,87
Player 86,20,23,20,4,57
Player 955,0,15,124,5,80
Player 663,23,20,57,1,60
Player 90,16,17,131,1,59
Player 655,3,17,118,3,4
Player 737,0,5,58,0,54
Player 943,24,18,66,2,50
Player 555,11,5,114,2,72
Player 690,24,18,91,4,90
Player 885,22,10,156,1,52
Player 642,12,14,96,0,24
Player 739,19,4,87,2,32
Player 148,2,16,35,5,32
Player 724,20,15,88,5,31
Player 8,24,24,56,3,100
Player 330,24,15,171,0,37
Player 796,7,11,39,1,22
Player 245,12,4,22,5,26
Player 435,15,18,21,4,29
Player 432,15,6,70,2,47
Player 213,19,15,149,5,98
Player 15,1,15,99,3,58
Player 179,14,11,88,4,33
Player 144,13,1,29,1,40
Player 897,1,19,178,5,57
Player 838,20,6,139,3,38
Player 424,14,8,121,4,66
Player 924,22,2,17,1,100
Player 226,7,22,115,3,29
Player 47,22,15,24,4,93
Player 80,0,9,39,4,89
Player 223,9,16,120,5,78
Player 517,16,5,3,5,21
Player 417,19,20,117,3,85
Player 429,18,4,171,3,14
Player 117,10,13,12,3,60
Player 753,24,15,84,3,83
Player 468,20,5,29,3,3
Player 80,0,9,39,4,89
Player 869,0,1,40,3,15
Player 886,21,3,70,0,96
Player 571,3,23,146,3,85
Player 588,22,4,143,1,84
Player 215,13,8,182,5,76
Player 601,2,22,74,4,15
Player 507,11,15,7,3,53
Player 521,8,13,60,0,24
Player 942,23,12,16,3,71
Player 44,17,23,94,5,45
Player 971,16,13,55,1,90
Player 407,8,1,30,1,27
Player 464,18,21,69,5,17
Player 785,24,13,159,2,39
Player 885,22,10,156,1,52
Player 817,23,15,190,4,22
Player 773,15,21,162,4,75
Player 490,20,4,146,4,70
Player 308,21,21,175,3,9
Player 184,16,8,189,0,9
Player 199,18,17,191,3,35
Player 864,6,5,101,0,95
Player 762,1,4,22,4,72
Player 526,3,15,74,2,22
Player 153,7,24,132,2,58
Player 13,1,14,148,3,75
Player 677,12,3,11,2,75
Player 466,15,23,102,0,66
Player 494,0,18,53,2,21
Player 375,1,18,26,1,9
Player 996,11,12,84,3,20
Player 689,16,18,115,5,54
Player 734,13,19,128,4,21
Player 654,13,7,134,3,78
Player 253,15,7,126,1,71
Player 721,5,24,51,1,25
Player 107,21,8,101,3,55
Player 779,9,13,196,3,39
Player 153,7,24,132,2,58
Player 127,3,11,151,4,60
Player 555,11,5,114,2,72
Player 504,15,1,20,0,31
Player 320,11,7,71,3,4
Player 870,23,5,79,4,68
Player 343,12,4,21,5,61
Player 273,23,19,10,0,49
Player 530,1,16,187,5,43
Player 640,24,7,125,4,77
Player 967,24,13,111,4,86
Player 989,13,11,116,0,69
Player 896,20,5,147,2,44
Player 129,9,23,15,4,18
Player 823,0,19,153,4,78
Player 671,14,12,53,0,4
Player 181,15,19,177,0,86
Player 16,13,14,156,3,63
Player 263,12,23,181,0,16
Player 676,12,12,37,4,90
Player 575,20,16,172,3,80
Player 594,11,5,99,1,85
Player 244,2,6,113,1,46
Player 66,22,15,122,1,67
Player 393,3,21,71,0,33
Player 688,1,7,130,0,77
Player 575,20,16,172,3,80
Player 930,13,10,72,5,7
Player 161,7,13,152,4,19
Player 463,8,19,99,4,30
Player 813,15,22,148,1,64
Player 657,10,16,126,0,61
Player 90,16,17,131,1,59
Player 207,4,5,148,1,13
Player 769,16,8,96,0,8
Player 765,23,3,21,0,2
Player 744,13,6,76,3,31
Player 268,17,11,89,0,44
Player 163,9,8,128,5,34
Player 942,23,12,16,3,71
Player 138,11,3,33,3,27
Player 703,13,14,101,2,23
Player 221,2,10,193,3,36
Player 89,0,12,90,4,11
Player 731,18,2,4,3,40
Player 243,16,6,127,3,19
Player 123,11,6,46,1,2
Player 897,1,19,178,5,57
Player 634,16,24,19,4,73
Player 676,12,12,37,4,90
Player 691,7,14,102,1,24
Player 6,21,18,70,1,83
Player 268,17,11,89,0,44
Player 101,4,5,168,5,22
Player 266,4,8,91,2,27
Player 106,20,14,98,1,97
Player 277,8,11,125,1,75
Player 341,18,15,40,0,4
Player 9,6,3,198,3,42
Player 562,18,1,4,4,52
Player 891,13,18,89,3,64
Player 3,21,6,108,1,12
Player 728,8,22,191,4,68
Player 212,1,16,141,0,35
Player 983,3,20,185,0,35
Player 683,7,19,111,5,14
Player 645,8,24,28,5,91
Player 95,8,12,169,1,76
Player 261,6,8,53,1,3
Player 279,4,19,109,0,47
Player 447,17,19,160,2,62
Player 785,24,13,159,2,39
Player 258,9,10,198,5,82
Player 588,22,4,143,1,84
Player 208,3,22,32,0,96
Player 523,11,21,190,2,20
Player 408,16,19,114,3,0
Player 835,0,11,107,4,33
Player 691,7,14,102,1,24
Player 28,9,22,50,3,16
Player 238,23,5,196,2,84
Player 411,23,12,105,5,88
Player 187,20,12,45,1,25
Player 770,8,13,81,5,90
Player 222,8,21,43,2,43
Player 114,12,9,81,4,90
Player 787,15,1,154,4,61
Player 972,22,0,161,4,96
Player 925,10,16,72,5,9
Player 940,24,9,82,4,53
Player 980,1,18,4,2,25
Player 551,17,18,121,3,100
Player 544,2,2,12,5,64
Player 878,19,12,62,3,22
Player 104,17,16,25,2,21
Player 484,2,1,66,0,55
Player 242,14,2,69,5,5
Player 233,3,14,101,2,69
Player 576,14,22,198,1,22
Player 760,15,20,155,5,69
Player 815,10,9,155,2,55
Player 27,7,24,127,5,67
Player 451,21,3,24,4,58
Player 220,12,20,99,1,49
Player 249,20,22,10,4,31
Player 358,19,20,101,3,96
Player 893,3,0,147,1,68
Player 139,15,20,119,2,61
Player 481,2,21,95,5,26
Player 501,18,3,120,0,64
Player 442,3,1,43,1,70
Player 168,2,24,161,2,25
Player 316,6,7,156,2,59
Player 264,10,4,70,2,16
Player 912,23,10,29,0,75
Player 852,22,22,66,5,26
Player 660,21,1,52,3,91
Player 502,21,5,62,3,70
Player 801,17,14,187,4,96
Player 488,24,5,113,2,76
Player 490,20,4,146,4,70
Player 326,11,16,70,2,26
Player 126,13,10,134,0,45
Player 631,18,17,50,3,24
Player 174,13,6,49,5,34
Player 236,16,1,106,1,90
Player 336,14,13,109,5,50
Player 509,7,3,4,5,52
Player 177,0,18,30,4,99
Player 932,17,11,54,5,26
Player 550,17,11,163,3,73
Player 892,12,19,171,5,6
Player 214,16,23,51,5,26
Player 451,21,3,24,4,58
Player 266,4,8,91,2,27
Player 642,12,14,96,0,24
Player 174,13,6,49,5,34
Player 813,15,22,148,1,64
Player 882,9,3,38,4,84
Player 409,15,17,1,5,52
Player 413,2,7,90,4,14
Player 285,14,11,62,1,100
Player 375,1,18,26,1,9
Player 467,21,2,174,4,81
Player 614,10,6,170,1,39
Player 211,24,2,169,5,20
Player 241,1,4,49,1,33
Player 323,17,14,83,5,12
Player 833,11,21,41,0,97
Player 430,7,5,159,2,66
Player 254,20,24,198,2,32
Player 499,4,21,129,5,75
Player 423,14,3,117,2,71
Player 226,7,22,115,3,29
Player 575,20,16,172,3,80
Player 255,18,18,115,2,92
Player 516,2,1,62,5,75
Player 778,22,0,22,2,86
Player 822,19,12,5,2,92
Player 448,6,6,189,2,57
Player 198,4,4,41,3,18
Player 104,17,16,25,2,21
Player 33,3,16,130,2,82
Player 680,18,24,135,2,53
Player 730,12,3,70,2,98
Player 942,23,12,16,3,71
Player 96,4,9,191,0,84
Player 643,10,15,72,4,8
Player 796,7,11,39,1,22
Player 300,4,20,77,3,71
Player 361,13,0,104,2,97
Player 224,22,20,131,1,76
Player 480,23,1,162,1,95
Player 274,24,2,142,2,87
Player 401,19,3,2,1,20
Player 390,16,10,46,2,85
Player 956,5,2,22,0,58
Player 58,13,7,182,4,62
Player 125,22,9,173,0,42
Player 59,20,24,63,4,92
Player 194,12,12,115,4,73
Player 330,24,15,171,0,37
Player 497,12,20,184,4,22
Player 655,3,17,118,3,4
Player 298,8,20,178,3,63
Player 347,18,15,140,3,80
Player 282,18,21,77,4,12
Player 322,14,1,70,0,16
Player 443,11,13,120,1,26
Player 10,5,2,33,4,70
Player 893,3,0,147,1,68
Player 913,13,8,177,5,58
Player 165,10,19,66,2,31
Player 599,15,24,52,0,43
Player 195,14,17,95,1,19
Player 633,2,9,17,4,12
Player 569,20,13,145,0,98
Player 931,21,3,8,1,99
Player 100,4,3,90,5,19
Player 872,1,20,4,0,94
Player 631,18,17,50,3,24
Player 888,12,24,1,1,83
Player 140,0,19,1,0,69
Player 779,9,13,196,3,39
Player 637,9,18,114,2,79
Player 456,10,20,152,3,9
Player 819,21,23,176,1,17
Player 671,14,12,53,0,4
Player 256,7,22,182,4,71
Player 964,21,23,142,2,92
Player 952,23,20,195,5,3
Player 443,11,13,120,1,26
Player 652,21,22,90,3,71
Player 349,20,23,177,2,93
Player 301,11,7,181,2,63
Player 265,16,14,31,0,39
Player 549,20,23,171,0,79
Player 724,20,15,88,5,31
Player 335,22,23,148,4,78
Player 620,17,8,17,5,38
Player 258,9,10,198,5,82
Player 719,15,5,74,5,30
Player 630,17,8,153,2,98
Player 292,20,19,32,4,9
Player 250,0,12,34,4,42
Player 486,1,4,1,0,14
Player 303,10,14,8,3,17
Player 714,2,1,66,0,63
Player 293,8,9,38,4,19
Player 792,9,16,140,2,30
Player 45,0,16,183,2,70
Player 746,13,21,196,0,69
Player 627,16,7,196,4,71
Player 498,19,1,188,4,0
Player 454,5,0,7,5,29
Player 148,2,16,35,5,32
Player 998,9,1,143,4,37
Player 935,14,22,2,0,67
Player 216,12,4,188,4,20
Player 664,1,17,54,4,65
Player 191,13,20,199,4,62
Player 745,16,20,64,5,21
Player 126,13,10,134,0,45
Player 984,10,22,53,3,14
Player 347,18,15,140,3,80
Player 182,17,8,157,5,50
Player 498,19,1,188,4,0
Player 683,7,19,111,5,14
Player 874,8,16,104,3,98
Player 275,5,2,32,5,67
Player 782,3,24,104,0,43
Player 102,17,23,98,5,6
Player 452,18,2,37,0,83
Player 405,1,2,143,1,12
Player 167,10,3,82,3,43
Player 790,15,12,135,5,63
Player 474,15,12,149,0,32
Player 462,7,23,198,4,63
Player 262,18,24,113,0,89
Player 821,19,22,26,4,96
Player 179,14,11,88,4,33
Player 749,18,22,122,1,7
Player 587,18,22,27,1,11
Player 189,21,8,91,5,42
Player 63,4,16,53,3,51
Player 606,11,13,182,4,98
Player 246,16,10,127,0,36
Player 645,8,24,28,5,91
Player 615,12,22,57,1,24
Player 907,15,23,147,3,9
Player 90,16,17,131,1,59
Player 25,15,8,176,2,8
Player 539,21,11,147,2,32
Player 817,23,15,190,4,22
Player 497,12,20,184,4,22
Player 493,20,4,119,2,50
Player 332,1,12,190,1,86
Player 749,18,22,122,1,7
Player 849,11,20,103,0,22
Player 809,3,12,7,3,80
Player 602,18,9,117,2,0
Player 609,23,8,97,3,74
Player 297,8,18,133,5,30
Player 726,18,12,145,2,43
Player 89,0,12,90,4,11
Player 111,2,2,136,1,35
Player 18,10,6,127,4,23
Player 383,13,0,37,0,2
Player 510,15,13,190,0,1
Player 408,16,19,114,3,0
Player 947,24,18,110,0,33
Player 47,22,15,24,4,93
Player 551,17,18,121,3,100
Player 286,16,1,37,1,26
Player 705,15,19,101,2,69
Player 236,16,1,106,1,90
Player 830,1,3,77,4,10
Player 419,6,22,74,4,13
Player 880,6,13,0,4,65
Player 967,24,13,111,4,86
Player 350,14,6,156,1,22
Player 263,12,23,181,0,16
Player 685,0,18,31,2,86
Player 672,9,1,78,2,18
Player 58,13,7,182,4,62
Player 266,4,8,91,2,27
Player 437,12,24,132,3,48
Player 164,19,24,42,3,77
Player 87,12,2,74,4,39
Player 31,14,1,141,2,95
Player 385,19,2,174,4,46
Player 453,13,7,126,5,42
Player 868,14,17,81,5,43
Player 8,24,24,56,3,100
Player 805,10,22,122,2,12
Player 16,13,14,156,3,63
Player 665,13,6,169,5,69
Player 727,5,18,3,3,98
Player 29,18,4,132,4,47
Player 763,2,24,28,5,100
Player 169,17,10,112,2,10
Player 606,11,13,182,4,98
Player 117,10,13,12,3,60
Player 580,16,24,73,5,58
Player 989,13,11,116,0,69
Player 44,17,23,94,5,45
Player 327,11,8,13,1,92
Player 762,1,4,22,4,72
Player 215,13,8,182,5,76
Player 83,7,9,58,3,30
Player 266,4,8,91,2,27
Player 135,14,15,187,5,96
Player 664,1,17,54,4,65
Player 579,23,23,83,1,11
Player 841,4,19,76,0,54
Player 336,14,13,109,5,50
Player 15,1,15,99,3,58
Player 378,5,22,16,4,35
Player 150,4,11,50,5,51
Player 509,7,3,4,5,52
Player 296,22,21,83,0,48
Player 487,13,9,180,3,67
Player 214,16,23,51,5,26
Player 55,23,22,149,2,35
Player 929,21,18,89,5,31
Player 25,15,8,176,2,8
Player 589,18,16,169,5,62
Player 851,16,5,180,4,38
Player 440,6,9,23,4,61
Player 687,22,4,170,2,56
Player 429,18,4,171,3,14
Player 749,18,22,122,1,7
Player 232,8,16,175,2,0
Player 397,3,0,94,4,71
Player 742,4,22,107,4,0
Player 74,6,6,169,0,60
Player 188,16,20,44,5,32
Player 238,23,5,196,2,84
Player 318,20,0,69,4,31
Player 106,20,14,98,1,97
Player 961,24,13,186,1,67
Player 84,11,13,2,3,6
Player 16,13,14,156,3,63
Player 117,10,13,12,3,60
Player 525,18,19,65,1,60
Player 585,14,16,103,3,23
Player 434,11,3,122,4,5
Player 447,17,19,160,2,62
Player 84,11,13,2,3,6
Player 594,11,5,99,1,85
Player 919,7,8,188,3,34
Player 172,6,5,81,1,59
Player 818,22,10,107,2,43
Player 798,10,10,156,3,100
Player 476,5,1,4,2,25
Player 619,8,6,17,4,8
Player 357,5,4,41,5,55
